sra_id,collection_date,geo_loc,isolation_source,host,biosample_id,
SRR8294515,missing,USA,,missing,SAMN10537833,
SRR8294520,missing,USA,missing,missing,SAMN10537836,
SRR8294585,missing,USA,missing,missing,SAMN10537899,
SRR8294601,missing,USA,missing,missing,SAMN10538044,
SRR8294604,missing,USA,,missing,SAMN10538050,
SRR8294606,missing,USA,missing,missing,SAMN10538060,
SRR8294619,missing,USA,missing,missing,SAMN10538030,
SRR8294622,missing,USA,missing,missing,SAMN10538069,
SRR8294660,missing,USA,missing,,SAMN10538121,
SRR8297282,2018-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10576295,
SRR8298495,missing,USA,missing,missing,SAMN10579811,
SRR8298524,missing,USA,missing,missing,SAMN10579854,
SRR8298627,,USA,missing,missing,SAMN10580178,
SRR8298718,missing,USA,missing,missing,SAMN10580564,
SRR8298856,missing,USA,missing,missing,SAMN10580640,
SRR8299099,missing,USA,missing,missing,SAMN10580672,
SRR8299117,missing,USA,missing,missing,SAMN10580681,
SRR8299242,,,,missing,SAMN10580844,
SRR8299341,missing,,,,SAMN10581126,
SRR8299441,2018-11,,human,Homo sapiens,SAMN10581762,
SRR8300732,2015,USA:OH,,,SAMN10581925,
SRR8300734,2015,USA:OH,pooled tissue (Bos taurus),,SAMN10581929,
SRR8302698,missing,USA,missing,,SAMN08774867,
SRR8303156,missing,USA,,missing,SAMN10584899,
SRR8303240,missing,USA,,missing,SAMN10584923,
SRR8303311,,USA,missing,missing,SAMN10584995,
SRR8303366,missing,USA,missing,missing,SAMN10584994,
SRR8303415,missing,USA,missing,,SAMN10585305,
SRR8303424,missing,USA,missing,missing,SAMN10585272,
SRR8303545,missing,USA,missing,missing,SAMN10585276,
SRR8303553,missing,USA,missing,missing,SAMN10585325,
SRR8303570,missing,USA,missing,missing,SAMN10585339,
SRR8303574,missing,USA,missing,missing,SAMN10585348,
SRR8303576,missing,USA,missing,missing,SAMN10585346,
SRR8303585,missing,USA,missing,missing,SAMN10585351,
SRR8303588,,USA,missing,missing,SAMN10585340,
SRR8303590,missing,USA,missing,missing,SAMN10585353,
SRR8303594,missing,USA,missing,missing,SAMN10585363,
SRR8304812,2018-08,,human,Homo sapiens,SAMN10586236,
SRR8305701,missing,USA,missing,missing,SAMN10587767,
SRR8305709,missing,USA,missing,missing,SAMN10587744,
SRR8305761,missing,USA,missing,missing,SAMN10587806,
SRR8306803,2018,USA:CO,Carcass swab,,SAMN10589449,
SRR8307287,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10590551,
SRR8313024,2018,USA:IL,animal-swine-market swine,,SAMN10580146,
SRR8313060,2018,USA:IL,animal-swine-sow,,SAMN10579787,
SRR8315385,2018,USA:IA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN10588156
SRR8321690,missing,USA,missing,missing,SAMN10597535,
SRR8325464,2018-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10599787,
SRR8333764,2018-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10604630,
SRR8333777,2018-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10604645,
SRR8333782,2018-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10604638,
SRR8348355,missing,USA,missing,missing,SAMN10611208,
SRR8348435,missing,USA,missing,missing,SAMN10611864,
SRR8348443,missing,USA,missing,missing,SAMN10611871,
SRR8348955,missing,USA,missing,missing,SAMN10612014,
SRR8354959,missing,USA,missing,missing,SAMN10616528,
SRR8354978,missing,USA,missing,missing,SAMN10616535,
SRR8354998,missing,USA,missing,missing,SAMN10616539,
SRR8355574,missing,USA,missing,missing,SAMN10616584,
SRR8356183,missing,USA,missing,missing,SAMN10616845,
SRR8356188,missing,USA,missing,missing,SAMN10616860,
SRR8358538,missing,USA,missing,missing,SAMN10619267,
SRR8358542,missing,USA,missing,missing,SAMN10619264,
SRR8358545,missing,USA,missing,missing,SAMN10619275,
SRR8361374,2018-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10621793,
SRR8366162,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10640005,
SRR8367070,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10640702,
SRR8368732,2018-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10642471,
SRR8369277,2018-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10643357,
SRR8370069,missing,USA,missing,missing,SAMN10644422,
SRR8370526,2018-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10645011,
SRR8370535,2018-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10645015,
SRR8382002,2018-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10664433,
SRR8382050,2018-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10664479,
SRR8383769,missing,USA,missing,missing,SAMN10685147,
SRR8383829,missing,USA,missing,missing,SAMN10685163,
SRR8383840,missing,USA,missing,missing,SAMN10685172,
SRR8383904,missing,USA,missing,missing,SAMN10685540,
SRR8384135,missing,USA,missing,missing,SAMN10685745,
SRR8384189,missing,USA,missing,missing,SAMN10685769,
SRR8384201,missing,USA,missing,missing,SAMN10685803,
SRR8384307,missing,USA,missing,missing,SAMN10685900,
SRR8384311,missing,USA,missing,missing,SAMN10685858,
SRR8384334,missing,USA,missing,missing,SAMN10685939,
SRR8384338,missing,USA,missing,missing,SAMN10685865,
SRR8384436,missing,USA,missing,missing,SAMN10685910,
SRR8384452,missing,USA,missing,missing,SAMN10685938,
SRR8384531,missing,USA,missing,missing,SAMN10685876,
SRR8384772,missing,USA,missing,missing,SAMN10685937,
SRR8384773,missing,USA,missing,missing,SAMN10685936,
SRR8384789,missing,USA,missing,missing,SAMN10685948,
SRR8384814,missing,USA,missing,missing,SAMN10685954,
SRR8384830,missing,USA,missing,missing,SAMN10685989,
SRR8384832,missing,USA,missing,missing,SAMN10685988,
SRR8384850,missing,USA,missing,missing,SAMN10685991,
SRR8384866,missing,USA,missing,missing,SAMN10686018,
SRR8384876,missing,USA,missing,missing,SAMN10686007,
SRR8384921,missing,USA,missing,missing,SAMN10686101,
SRR8388944,missing,USA,missing,missing,SAMN10689556,
SRR8388948,missing,USA,missing,missing,SAMN10689530,
SRR8388961,missing,USA,missing,missing,SAMN10689628,
SRR8388985,missing,USA,missing,missing,SAMN10689505,
SRR8389122,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10690265,
SRR8389162,missing,USA,missing,missing,SAMN10689704,
SRR8389332,missing,USA,missing,missing,SAMN10689525,
SRR8394196,missing,USA,missing,missing,SAMN10692885,
SRR8394205,missing,USA,missing,missing,SAMN10692883,
SRR8394242,missing,USA,missing,missing,SAMN10692928,
SRR8394252,missing,USA,missing,missing,SAMN10692947,
SRR8397476,2015,USA:OH,pooled tissue (Bos taurus),,SAMN10690094,
SRR8397491,2015,USA:OH,pooled tissue (Bos taurus),,SAMN10690063,
SRR8397552,2015,USA:OH,pooled tissue (Bos taurus),,SAMN10690033,
SRR8397586,2015,USA:OH,pooled tissue (Bos taurus),,SAMN10690049,
SRR8397935,2018,USA:NC,Comminuted Turkey,,SAMN10695833,
SRR8400988,missing,USA,missing,missing,SAMN10699307,
SRR8400998,missing,USA,missing,missing,SAMN10699322,
SRR8401270,missing,USA,missing,missing,SAMN10699352,
SRR8401417,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10698045,
SRR8418697,missing,USA,missing,missing,SAMN10714176,
SRR8418720,missing,USA,missing,missing,SAMN10714110,
SRR8418837,missing,USA,missing,missing,SAMN10714181,
SRR8419423,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10715375,
SRR8422105,2018,USA:PA,animal-swine-market swine,,SAMN10713721,
SRR8428517,missing,USA,missing,missing,SAMN10721996,
SRR8428536,missing,USA,missing,missing,SAMN10722037,
SRR8428550,missing,USA,missing,missing,SAMN10722041,
SRR8428571,missing,USA,missing,missing,SAMN10722704,
SRR8428807,missing,USA,missing,missing,SAMN10722739,
SRR8429959,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10723703,
SRR8430256,2018,USA:AL,animal-swine-sow,,SAMN10724054,
SRR8434711,2012-08,USA:CO,,,SAMN10727853,
SRR8434877,2014-05,USA:CO,,,SAMN10729596,
SRR8434881,2014-03,USA:CO,,,SAMN10729585,
SRR8435019,missing,USA,missing,missing,SAMN10733290,
SRR8435215,2011-04,USA:PA,,,SAMN10734090,
SRR8435383,2013-04,USA:CO,,,SAMN10734249,
SRR8435778,2011,USA:WA,feces,Homo sapiens,SAMN10734587,
SRR8438039,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10737131,
SRR8439953,missing,USA,missing,missing,SAMN10740769,
SRR8440042,missing,USA,missing,missing,SAMN10740778,
SRR8440043,missing,USA,missing,missing,SAMN10740781,
SRR8443810,missing,USA,missing,missing,SAMN10748834,
SRR8444079,missing,USA,missing,missing,SAMN10748870,
SRR8444109,missing,USA,missing,missing,SAMN10751689,
SRR8444127,missing,USA,missing,missing,SAMN10751725,
SRR8444278,missing,USA,missing,missing,SAMN10751728,
SRR8444318,missing,USA,missing,missing,SAMN10751762,
SRR8444322,30/10/2018,USA:SD,porcine intestine,,SAMN10751733,
SRR8444325,23/10/2018,USA:SD,porcine colon,,SAMN10751761,
SRR8444825,missing,USA,missing,missing,SAMN10752190,
SRR8445012,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10752909,
SRR8447258,2019,USA:CO,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN10754941
SRR8455464,missing,USA,missing,missing,SAMN10774039,
SRR8455465,missing,USA,missing,missing,SAMN10774075,
SRR8455530,missing,USA,missing,missing,SAMN10774134,
SRR8455532,missing,USA,missing,missing,SAMN10774149,
SRR8455533,missing,USA,missing,missing,SAMN10774139,
SRR8456542,missing,USA,missing,missing,SAMN10774817,
SRR8457226,missing,USA,missing,missing,SAMN10776880,
SRR8464739,2018,USA:IA,animal-swine-market swine,,SAMN10780283,
SRR8464753,2018,USA:OK,animal-swine-market swine,,SAMN10780278,
SRR8469248,missing,USA,missing,missing,SAMN10747793,
SRR8469249,missing,USA,missing,missing,SAMN10747788,
SRR8469280,missing,USA,missing,missing,SAMN10787605,
SRR8469288,missing,USA,missing,missing,SAMN10787607,
SRR8469289,missing,USA,missing,missing,SAMN10787604,
SRR8469292,missing,USA,missing,missing,SAMN10787608,
SRR8469298,missing,USA,missing,missing,SAMN10787568,
SRR8469299,missing,USA,missing,missing,SAMN10787614,
SRR8469315,missing,USA,missing,missing,SAMN10787622,
SRR8469319,missing,USA,missing,missing,SAMN10787620,
SRR8469448,missing,USA,missing,missing,SAMN10787679,
SRR8470288,missing,USA,missing,missing,SAMN10787919,
SRR8476816,2014,USA:OH,Bos taurus, Pool,,SAMN10788424
SRR8476819,2015,USA:OH,feces (Bos taurus),,SAMN10690084,
SRR8476823,7/6/2018,USA:MN,Porcine intestine (Sus scrofa domesticus),,SAMN10715282,
SRR8476829,25/7/2018,USA:SD,Porcine Intestine (Sus scrofa domesticus),,SAMN10715296,
SRR8477334,missing,USA,missing,missing,SAMN10793004,
SRR8477346,missing,USA,missing,missing,SAMN10793120,
SRR8478053,missing,USA,missing,missing,SAMN10793649,
SRR8478288,missing,USA,missing,missing,SAMN10793688,
SRR8478354,missing,USA,missing,missing,SAMN10793834,
SRR8482446,missing,USA,missing,missing,SAMN10810350,
SRR8482491,missing,USA,missing,missing,SAMN10810899,
SRR8482500,missing,USA,missing,missing,SAMN10810901,
SRR8485177,2018-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10817098,
SRR8485179,2018-10,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10817113,
SRR8489344,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10821922,
SRR8489348,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10821929,
SRR8489565,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10821934,
SRR8490637,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10823729,
SRR8490647,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10823745,
SRR8490801,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10823891,
SRR8490813,2018-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10823901,
SRR8490844,2018-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10823945,
SRR8492272,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10827136,
SRR8492279,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10827139,
SRR8492374,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10827242,
SRR8492380,2018-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10827248,
SRR8492442,2018-10,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10827310,
SRR8492469,2018-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10827409,
SRR8494873,missing,USA,missing,missing,SAMN10830050,
SRR8494891,missing,USA,missing,missing,SAMN10830066,
SRR8494904,missing,USA,missing,missing,SAMN10830076,
SRR8495105,missing,USA,missing,missing,SAMN10830608,
SRR8495109,missing,USA,missing,missing,SAMN10830615,
SRR8499103,2018-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10835799,
SRR8499142,2018-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10835832,
SRR8499150,2018-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10835845,
SRR8499254,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10835975,
SRR8499327,2018-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10836062,
SRR8499367,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10836410,
SRR8502630,14/1/2019,USA:SC,PORK,,SAMN10840565,
SRR8502638,missing,USA,missing,missing,SAMN10840578,
SRR8502653,missing,USA,missing,missing,SAMN10840577,
SRR8502668,missing,USA,missing,missing,SAMN10840595,
SRR8502678,missing,USA,missing,missing,SAMN10840648,
SRR8502686,missing,USA,missing,missing,SAMN10840645,
SRR8502695,missing,USA,missing,missing,SAMN10840640,
SRR8502724,5/6/2018,USA:MN,Porcine intestine,,SAMN10840740,
SRR8502747,18/6/2018,USA:IA,Porcine Colon,,SAMN10840736,
SRR8502749,25/6/2018,USA:SD,porcine pool intestines,,SAMN10840737,
SRR8502799,8/6/2018,USA:MN,intestine (Porcine),,SAMN10393161,
SRR8502835,2018-04,USA:OK,Intestines (Bovine),,SAMN10393177,
SRR8502953,12/9/2018,USA:SD,feces bovine,,SAMN10841053,
SRR8503739,2018-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10842135,
SRR8503745,2018-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10842163,
SRR8503767,2018-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10843066,
SRR8503809,2018-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10843135,
SRR8506488,26/12/2018,USA:MN,Porcine Intestine (Sus scrofa domesticus),,SAMN10845761,
SRR8506557,14/1/2019,USA:IA,porcine feces (Sus scrofa domesticus),,SAMN10845813,
SRR8506558,26/12/2018,USA:MN,porcine lymph node (Sus scrofa domesticus),,SAMN10845762,
SRR8506560,7/1/2019,USA:MN,Porcine Intestine (Sus scrofa domesticus),,SAMN10845768,
SRR8506567,29/10/2018,USA:SD,ovine pool intestines (Ovis aries),,SAMN10845817,
SRR8508480,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10848237,
SRR8508945,2018-06,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10848557,
SRR8509191,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10848796,
SRR8509193,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10848782,
SRR8509244,2018-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10848806,
SRR8509251,2018-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10848803,
SRR8509420,2018-04,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10848907,
SRR8511112,missing,USA,missing,missing,SAMN10851682,
SRR8511132,missing,USA,missing,missing,SAMN10851627,
SRR8511164,missing,USA,missing,missing,SAMN10851842,
SRR8511168,missing,USA,missing,missing,SAMN10851841,
SRR8514476,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10854735,
SRR8514497,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10854751,
SRR8514508,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10854758,
SRR8514528,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10854970,
SRR8514644,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10855032,
SRR8514775,2018-02,United Kingdom: United Kingdom,food,Not available,SAMN10855131,
SRR8515728,2018-03,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10855882,
SRR8515752,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10855922,
SRR8522985,2012,Thailand,,,SAMN08386827,
SRR8522986,2012,Thailand,,,SAMN08386825,
SRR8522987,2012,Thailand,,,SAMN08386822,
SRR8522988,2012,Thailand,,,SAMN08386843,
SRR8522989,2012,Thailand,,,SAMN08386808,
SRR8522994,2012,Thailand,vehicle,,SAMN08386802,
SRR8523048,2012,Thailand,,,SAMN08387044,
SRR8523061,2012,Thailand,,,SAMN08386818,
SRR8523068,2012,Thailand,,,SAMN08386831,
SRR8523069,10/6/2010,Thailand,,,SAMN08386838,
SRR8523075,9/6/2010,Thailand,,,SAMN08386881,
SRR8523077,9/6/2010,Thailand,,,SAMN08387023,
SRR8523080,2/8/2010,Thailand,,,SAMN08387039,
SRR8523081,17/2/2010,Thailand,,,SAMN08386836,
SRR8523082,22/2/2010,Thailand,,,SAMN08386835,
SRR8523085,3/3/2010,Thailand,,,SAMN08386842,
SRR8523086,15/1/2010,Thailand,,,SAMN08387017,
SRR8523090,29/7/2010,Thailand,,,SAMN08386809,
SRR8523094,9/6/2010,Thailand,environment,,SAMN08387053,
SRR8523095,2012,Thailand,,,SAMN08387031,
SRR8523099,18/1/2010,Thailand,environment,,SAMN08387056,
SRR8523104,2012,Thailand,,,SAMN08386829,
SRR8523105,2012,Thailand,,,SAMN08387042,
SRR8523109,2012,Thailand,,,SAMN08387030,
SRR8523771,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866843,
SRR8523788,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866863,
SRR8523789,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866862,
SRR8523799,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866882,
SRR8523809,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866872,
SRR8523816,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866949,
SRR8523831,2018-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866967,
SRR8523855,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866929,
SRR8523870,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10866971,
SRR8524463,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867062,
SRR8524465,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867051,
SRR8524477,2018-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867059,
SRR8524487,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867022,
SRR8524501,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867017,
SRR8524586,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867290,
SRR8524605,2018-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867309,
SRR8524610,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867304,
SRR8524641,2017-12,United Kingdom: United Kingdom,food,Not available,SAMN10867340,
SRR8524647,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867347,
SRR8524658,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867305,
SRR8524673,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867371,
SRR8524680,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867384,
SRR8524696,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867395,
SRR8525955,2017-10,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867926,
SRR8525972,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867954,
SRR8525974,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867942,
SRR8526006,2017-10,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10867981,
SRR8526054,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10868015,
SRR8526060,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10868034,
SRR8526062,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10868030,
SRR8526096,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10868073,
SRR8526099,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10868052,
SRR8526112,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10868090,
SRR8528404,2017-11,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10870782,
SRR8528426,2017-09,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10870917,
SRR8528434,2017-09,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10871037,
SRR8528442,2017-10,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10871084,
SRR8528452,2017-10,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10871081,
SRR8530436,missing,USA,missing,missing,SAMN10873414,
SRR8530443,missing,USA,missing,missing,SAMN10873458,
SRR8530688,missing,USA,missing,missing,SAMN10873597,
SRR8530693,missing,USA,missing,missing,SAMN10873606,
SRR8530715,missing,USA,missing,missing,SAMN10873614,
SRR8530953,missing,USA,missing,missing,SAMN10873835,
SRR8533938,missing,USA,missing,missing,SAMN10876816,
SRR8533949,missing,USA,missing,missing,SAMN10877757,
SRR8533950,missing,USA,missing,missing,SAMN10877756,
SRR8534476,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10878001,
SRR8542057,2017-09,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10882183,
SRR8543153,2017-09,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10882230,
SRR8543197,2017-12,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10882280,
SRR8543312,2017-10,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10882307,
SRR8544222,17/10/2012,Lebanon,stool,Homo sapiens,SAMN10883361,
SRR8544253,28/6/2012,Lebanon,stool,Homo sapiens,SAMN10883381,
SRR8544260,28/6/2012,Lebanon,stool,Homo sapiens,SAMN10883378,
SRR8544681,missing,USA,missing,missing,SAMN10884188,
SRR8545564,missing,USA,missing,missing,SAMN10884601,
SRR8545581,missing,USA,missing,missing,SAMN10884606,
SRR8545594,missing,USA,missing,missing,SAMN10884635,
SRR8546836,2018,USA:IA,animal-swine-market swine,,SAMN10884666,
SRR8548172,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10887173,
SRR8548705,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10887337,
SRR8549082,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10887592,
SRR8549422,missing,USA,missing,missing,SAMN10888057,
SRR8550715,missing,USA,missing,missing,SAMN10898191,
SRR8550923,missing,USA,missing,missing,SAMN10900571,
SRR8550975,missing,USA,missing,missing,SAMN10900589,
SRR8551052,missing,USA,missing,missing,SAMN10900742,
SRR8551759,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10904976,
SRR8551766,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10905041,
SRR8551889,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10905069,
SRR8551912,missing,USA,missing,missing,SAMN10905179,
SRR8551934,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10905301,
SRR8551943,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10905308,
SRR8551950,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10905312,
SRR8553917,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10907524,
SRR8553943,2017-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10907541,
SRR8553951,2017-08,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10907546,
SRR8553956,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10907551,
SRR8553964,2017-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10907562,
SRR8554035,2017-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10907631,
SRR8558497,missing,USA,missing,missing,SAMN10910776,
SRR8568032,missing,USA,missing,missing,SAMN10921596,
SRR8568033,missing,USA,missing,missing,SAMN10921602,
SRR8568037,missing,USA,missing,missing,SAMN10921598,
SRR8568059,missing,USA,missing,missing,SAMN10921645,
SRR8568062,missing,USA,missing,missing,SAMN10921607,
SRR8568065,missing,USA,missing,missing,SAMN10921662,
SRR8568493,2017-05,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10922130,
SRR8568673,2017-07,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10922270,
SRR8568754,2019-02,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10922291,
SRR8568759,2019-01,United Kingdom: United Kingdom,human,Homo sapiens,SAMN10922293,
SRR8570208,2019,USA:NY,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN10924178
SRR8570511,missing,USA,missing,missing,SAMN10925175,
SRR8571921,not collected,not collected,not collected,Bos taurus,SAMN10926669,
SRR8575481,missing,USA,missing,missing,SAMN10937893,
SRR8575515,missing,USA,missing,missing,SAMN10938263,
SRR8575546,missing,USA,missing,missing,SAMN10938260,
SRR8575585,missing,USA,missing,missing,SAMN10938379,
SRR8575598,missing,USA,missing,missing,SAMN10938431,
SRR8575884,missing,USA,missing,missing,SAMN10939091,
SRR8575925,missing,USA,missing,missing,SAMN10939520,
SRR8578700,missing,USA,missing,missing,SAMN10939618,
SRR8582765,2019,USA:IA,Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork,,SAMN10954065
SRR8582828,missing,USA,missing,missing,SAMN10954780,
SRR8591271,missing,USA,missing,missing,SAMN10965736,
SRR8592559,2019,USA:IA,animal-swine-market swine,,SAMN10967907,
SRR8597289,missing,USA,missing,missing,SAMN10975441,
SRR8597303,missing,USA,missing,missing,SAMN10975492,
SRR8597304,missing,USA,missing,missing,SAMN10975490,
SRR8597308,missing,USA,missing,missing,SAMN10975483,
SRR8597359,missing,USA,missing,missing,SAMN10975935,
SRR8597986,missing,USA,missing,missing,SAMN10976234,
SRR8597996,missing,USA,missing,missing,SAMN10976465,
SRR8599070,missing,USA,missing,missing,SAMN10977014,
SRR8599249,2019,USA:CA,comminuted chicken,,SAMN10977245,
SRR8618285,missing,USA,missing,missing,SAMN10996520,
SRR8618287,missing,USA,missing,missing,SAMN10996522,
SRR8618288,missing,USA,missing,missing,SAMN10996523,
SRR8618298,missing,USA,missing,missing,SAMN10996583,
SRR8618411,missing,USA,missing,missing,SAMN10997724,
SRR8618412,missing,USA,missing,missing,SAMN10997727,
SRR8618420,missing,USA,missing,missing,SAMN10997735,
SRR8618795,missing,USA,missing,missing,SAMN10998352,
SRR8618817,missing,USA,missing,missing,SAMN10999275,
SRR8619326,2017,USA:UT,,,SAMN10395473,
