#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	Min-same	Min-diff	BioSample	Assembly	Computed types
Salmonella enterica	1638574	"1638574","1638574.biosample","SRS13258421"	Salmonella Typhimurium - monophasic	PDT001319717.1	2022-06-01T09:44:27Z	United Kingdom: United Kingdom	human	clinical	2	16	SAMN28781429		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1639532	"1639532","1639532.biosample","SRS13284069"	Salmonella Typhimurium - monophasic	PDT001322375.1	2022-06-07T17:44:07Z	United Kingdom: United Kingdom	human	clinical	2	15	SAMN28851372		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1641578	"1641578","1641578.biosample","SRS13325853"	Salmonella Typhimurium - monophasic	PDT001324715.1	2022-06-08T04:42:41Z	United Kingdom: United Kingdom	human	clinical	1	28	SAMN28903399		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS275463	"PNUSAS275463","SRS13370516"		PDT001326795.1	2022-06-10T21:35:51Z	USA		clinical	6	5	SAMN28968382	GCA_023831135.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1644381	"1644381","1644381.biosample","SRS13398854"	Salmonella Typhimurium - monophasic	PDT001329069.1	2022-06-15T04:38:43Z	United Kingdom: United Kingdom	human	clinical	2	25	SAMN29044328		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1646633	"1646633","1646633.biosample","SRS13435655"	Salmonella Typhimurium - monophasic	PDT001330530.1	2022-06-17T05:36:54Z	United Kingdom: United Kingdom	human	clinical	1	17	SAMN29151632		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1647664	"1647664","1647664.biosample","SRS13476897"	Salmonella Typhimurium - monophasic	PDT001331297.1	2022-06-18T05:35:43Z	United Kingdom: United Kingdom	human	clinical	5	13	SAMN29181040		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1649880	"1649880","1649880.biosample","SRS13491908"	Salmonella Typhimurium - monophasic	PDT001335829.1	2022-06-21T05:38:41Z	United Kingdom: United Kingdom	human	clinical	9	8	SAMN29209696		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	YA00309750	"ERS12069356","SAL_LB9891AA","YA00309750"	Typhimurium_monophasic	PDT001343501.1	2022-06-25T09:34:45Z	South Africa: Eastern Cape	Human, Stool	clinical	1	36	SAMEA14449743		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	YA00328470	"ERS12122196","SAL_MB0132AA","YA00328470"	Typhimurium_monophasic	PDT001344579.1	2022-06-25T22:33:28Z	South Africa: Eastern Cape	Human, Stool	clinical	3	38	SAMEA14493967		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	YA00325823	"ERS12147972","SAL_MB0311AA","YA00325823"	Typhimurium_monophasic	PDT001345307.1	2022-06-26T03:39:57Z	South Africa: Eastern Cape	Human, Stool	clinical	4	39	SAMEA14516020		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	YA00329869	"ERS12147984","SAL_MB0352AA","YA00329869"	Typhimurium_monophasic	PDT001345345.1	2022-06-26T05:37:14Z	South Africa: Eastern Cape	Human, Stool	clinical	0	27	SAMEA14516032		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	YA00329872	"ERS12148298","SAL_MB0892AA","YA00329872"	Typhimurium_monophasic	PDT001345359.1	2022-06-26T05:37:19Z	South Africa: Eastern Cape	Human, Stool	clinical	0	27	SAMEA20003112		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1651158	"1651158","1651158.biosample","SRS13587176"	Salmonella Typhimurium - monophasic	PDT001347290.1	2022-06-27T04:37:48Z	United Kingdom: United Kingdom	human	clinical	1	3	SAMN29358573		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS279087	"PNUSAS279087","SRS13600077"	I 4:i:-	PDT001348014.1	2022-06-27T23:37:55Z	USA		clinical	13	18	SAMN29377435		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12212687	"FSIS12212687","SRS13619921"	Salmonella enterica subsp. enterica serovar I 4,[5],12:i:-	PDT001349254.2	2022-06-29T00:43:44Z	USA:PA	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	8	5	SAMN29404807		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1652518	"1652518","1652518.biosample","SRS13619761"	Salmonella Typhimurium - monophasic	PDT001349469.1	2022-06-29T05:32:04Z	United Kingdom: United Kingdom	other	environmental/other	0	2	SAMN29404856		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1652520	"1652520","1652520.biosample","SRS13619856"	Salmonella Typhimurium - monophasic	PDT001349479.1	2022-06-29T05:32:06Z	United Kingdom: United Kingdom	other	environmental/other	38	7	SAMN29404888		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1654053	"1654053","1654053.biosample","SRS13631381"	Salmonella Typhimurium - monophasic	PDT001350203.1	2022-06-30T05:36:47Z	United Kingdom: United Kingdom	human	clinical	3	6	SAMN29421285		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1653231	"1653231","1653231.biosample","SRS13631391"	Salmonella Typhimurium - monophasic	PDT001350208.1	2022-06-30T05:36:49Z	United Kingdom: United Kingdom	human	clinical	7	7	SAMN29421293		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS281137	"PNUSAS281137","SRS13716663"	I 4:i:-	PDT001353168.1	2022-07-06T13:40:38Z	USA		clinical	1	4	SAMN29515889		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS281131	"PNUSAS281131","SRS13716667"	I 4:i:-	PDT001353172.1	2022-07-06T13:40:39Z	USA		clinical	1	5	SAMN29515895		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS281187	"PNUSAS281187","SRS13718216"		PDT001353299.1	2022-07-06T16:34:47Z			clinical	5	21	SAMN29535261	GCA_024174485.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1656568	"1656568","1656568.biosample","SRS13726272"	Salmonella Typhimurium - monophasic	PDT001353951.1	2022-07-07T04:42:30Z	United Kingdom: United Kingdom	human	clinical	13	15	SAMN29543253		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS281405	"PNUSAS281405","SRS13734593"		PDT001354055.1	2022-07-07T12:40:05Z	USA		clinical	7	8	SAMN29554841	GCA_024183755.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1657533	"1657533","1657533.biosample","SRS13757990"	Salmonella Typhimurium - monophasic	PDT001356166.1	2022-07-09T08:33:32Z	United Kingdom: United Kingdom	other	environmental/other	0	2	SAMN29610641		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS283082	"PNUSAS283082","SRS13881114"		PDT001359688.1	2022-07-15T00:45:52Z	USA		clinical	1	3	SAMN29754621	GCA_024272385.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	1662338	"1662338","1662338.biosample","SRS13904952"	Salmonella Typhimurium	PDT001361825.1	2022-07-16T07:43:53Z	United Kingdom: United Kingdom	human	clinical	3	14	SAMN29770008		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	1663664	"1663664","1663664.biosample","SRS13946990"	Salmonella Typhimurium - monophasic	PDT001362171.1	2022-07-17T04:49:50Z	United Kingdom: United Kingdom	human	clinical	3	7	SAMN29782955		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS284246	"PNUSAS284246","SRS13964545"	I 4:i:-	PDT001364041.1	2022-07-18T23:50:25Z			clinical	4	10	SAMN29808828		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS284752	"PNUSAS284752","SRS14001459"		PDT001365105.1	2022-07-20T21:40:23Z			clinical	1	7	SAMN29852260	GCA_024361825.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS32207365	"FSIS32207365","SRS14020105"	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	PDT001366767.1	2022-07-22T08:03:56Z	USA:IN	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	8	2	SAMN29876848	GCA_024378055.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS285081	"PNUSAS285081","SRS14083992"		PDT001367633.1	2022-07-22T17:38:05Z			clinical	7	13	SAMN29891290	GCA_024422495.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS22209100	"FSIS22209100","SRS14116794"	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	PDT001368048.1	2022-07-23T02:37:45Z	USA:PA	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	12	14	SAMN29911497	GCA_024413575.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1668412	"1668412","1668412.biosample","SRS14105317"	Salmonella Typhimurium - monophasic	PDT001368164.1	2022-07-23T05:34:03Z	United Kingdom: United Kingdom	human	clinical	15	31	SAMN29907597		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1668410	"1668410","1668410.biosample","SRS14105706"	Salmonella Typhimurium - monophasic	PDT001368219.1	2022-07-23T05:34:18Z	United Kingdom: United Kingdom	human	clinical	4	15	SAMN29907595		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1671361	"1671361","1671361.biosample","SRS14329269"	Salmonella Typhimurium - monophasic	PDT001372572.1	2022-07-28T05:45:12Z	United Kingdom: United Kingdom	human	clinical	0	16	SAMN30002053		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1671524	"1671524","1671524.biosample","SRS14349413"	Salmonella Typhimurium - monophasic	PDT001373813.1	2022-07-29T05:36:03Z	United Kingdom: United Kingdom	human	clinical	2	17	SAMN30028649		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1673827	"1673827","1673827.biosample","SRS14369731"	Salmonella Typhimurium - monophasic	PDT001375307.1	2022-07-31T04:47:57Z	United Kingdom: United Kingdom	human	clinical	0	16	SAMN30067724		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS287268	"PNUSAS287268","SRS14377328"		PDT001376606.1	2022-08-01T18:47:44Z	USA		clinical	1	3	SAMN30078928	GCA_024563105.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS287698	"PNUSAS287698","SRS14396065"	I 4:i:-	PDT001377391.1	2022-08-02T17:42:55Z	USA		clinical	1	6	SAMN30098245		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	PNUSAS288330	"PNUSAS288330","SRS14432483"		PDT001378082.1	2022-08-03T21:37:26Z	USA		clinical	1	3	SAMN30121695	GCA_024575335.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1675873	"1675873","1675873.biosample","SRS14454182"	Salmonella Typhimurium - monophasic	PDT001379380.1	2022-08-08T19:43:47Z	United Kingdom: United Kingdom	human	clinical	7	14	SAMN30154386		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12213575	"FSIS12213575","SRS14455486"	Salmonella enterica subsp. enterica serovar I 4,[5],12:i:-	PDT001379397.1	2022-08-08T19:43:53Z	USA:KY	Product-Raw-Ground, Comminuted or Otherwise Nonintact-Pork	environmental/other	14	2	SAMN30155430		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1676691	"1676691","1676691.biosample","SRS14475684"	Salmonella Typhimurium - monophasic	PDT001379655.1	2022-08-08T19:45:16Z	United Kingdom: United Kingdom	human	clinical	4	13	SAMN30168777		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1676692	"1676692","1676692.biosample","SRS14476131"	Salmonella Typhimurium - monophasic	PDT001379741.1	2022-08-08T19:45:42Z	United Kingdom: United Kingdom	human	clinical	9	12	SAMN30168914		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS22209394	"FSIS22209394","SRS14610577"	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	PDT001384086.1	2022-08-11T00:42:21Z	USA:MT	comminuted beef	environmental/other	1	7	SAMN30244863	GCA_024627265.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1678412	"1678412","1678412.biosample","SRS14609669"	Salmonella Typhimurium - monophasic	PDT001384166.1	2022-08-11T05:53:23Z	United Kingdom: United Kingdom	human	clinical	4	7	SAMN30243541		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1678348	"1678348","1678348.biosample","SRS14609690"	Salmonella Typhimurium - monophasic	PDT001384183.1	2022-08-11T05:53:28Z	United Kingdom: United Kingdom	human	clinical	17	22	SAMN30243678		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1679014	"1679014","1679014.biosample","SRS14620031"	Salmonella Typhimurium - monophasic	PDT001386571.1	2022-08-12T04:39:54Z	United Kingdom: United Kingdom	human	clinical	8	14	SAMN30269295		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	09:MF0016552R	"09:MF0016552R","09_MF0016552R-sc-2012-03-21T10:57:08Z-1383475","ERS106200"		PDT001387714.2	2022-08-13T15:43:25Z						SAMEA1484337	GCA_025010865.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	PNUSAS291161	"PNUSAS291161","SRS14650680"		PDT001389483.1	2022-08-15T17:34:43Z			clinical	18	11	SAMN30313367	GCA_024785525.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"12-0252","SRS9401541"	Typhimurium var. 5-	PDT001389902.1	2022-08-15T21:33:58Z	Canada	stool	clinical	7	19	SAMN19836071	GCA_024983915.1	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	PNUSAS291508	"PNUSAS291508","SRS14666946"		PDT001390192.1	2022-08-15T23:36:01Z	USA		clinical	1	1	SAMN30325362	GCA_024782805.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS288188	"PNUSAS288188","SRS14676981"		PDT001390646.1	2022-08-16T17:38:19Z	USA		clinical	12	8	SAMN30346415	GCA_024970835.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12213460	"FSIS12213460","SRS14677418"	Salmonella enterica subsp. enterica serovar I 4,[5],12:i:-	PDT001390871.1	2022-08-16T18:44:16Z	USA:KY	Animal-Swine-Market Swine (cecal)	environmental/other	6	9	SAMN30348199		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS291342	"PNUSAS291342","SRS14679035"		PDT001390951.1	2022-08-16T18:44:39Z	USA		clinical	2	5	SAMN30348967	GCA_024966425.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1682998	"1682998","1682998.biosample","SRS14715546"	Salmonella Typhimurium - monophasic	PDT001393950.1	2022-08-19T20:45:41Z	United Kingdom: United Kingdom	human	clinical	27	26	SAMN30395005		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12213999	"FSIS12213999","SRS14719708"	Salmonella enterica subsp. enterica serovar I 4,[5],12:i:-	PDT001394119.1	2022-08-19T20:46:51Z	USA:MT	comminuted beef	environmental/other	1	6	SAMN30410202		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1683320	"1683320","1683320.biosample","SRS14726583"	Salmonella Typhimurium - monophasic	PDT001394638.1	2022-08-20T05:37:43Z	United Kingdom: United Kingdom	human	clinical	2	2	SAMN30415405		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1685598	"1685598","1685598.biosample","SRS14730885"	Salmonella Typhimurium	PDT001394844.1	2022-08-21T04:30:07Z	United Kingdom: United Kingdom	human	clinical	1	32	SAMN30428136		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	1685633	"1685633","1685633.biosample","SRS14730902"	Salmonella Typhimurium	PDT001394859.1	2022-08-21T04:30:12Z	United Kingdom: United Kingdom	human	clinical	1	33	SAMN30428191		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	1687483	"1687483","1687483.biosample","SRS14735674"	Salmonella Typhimurium - monophasic	PDT001395557.1	2022-08-22T05:34:47Z	United Kingdom: United Kingdom	food	environmental/other	33	11	SAMN30431543		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71852_S6","ERS1940201","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396000.1	2022-08-22T21:40:17Z	Italy	bovine bacterial strain				SAMEA104315223		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71853_S7","ERS1940202","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396001.1	2022-08-22T21:40:17Z	Italy	hen bacterial strain				SAMEA104315224		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71854_S8","ERS1940203","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396002.1	2022-08-22T21:40:17Z	Italy	bacterial strain				SAMEA104315225		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71855_S9","ERS1940204","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396003.1	2022-08-22T21:40:18Z	Italy	human bacterial strain	clinical	2	22	SAMEA104315226		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71858_S12","ERS1940207","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396006.1	2022-08-22T21:40:19Z	Italy	swine bacterial strain				SAMEA104315229		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71860_S14","ERS1940209","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396008.1	2022-08-22T21:40:19Z	Italy	swine bacterial strain				SAMEA104315231		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71862_S15","ERS1940210","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396009.1	2022-08-22T21:40:20Z	Italy	swine bacterial strain				SAMEA104315232		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71864_S17","ERS1940212","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396011.1	2022-08-22T21:40:20Z	Italy	chicken bacterial strain				SAMEA104315234		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71865_S18","ERS1940213","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396012.1	2022-08-22T21:40:21Z	Italy	human bacterial strain	clinical	7	11	SAMEA104315235		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71866_S19","ERS1940214","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396013.1	2022-08-22T21:40:21Z	Italy	bovine bacterial strain				SAMEA104315236		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71867_S20","ERS1940215","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396014.1	2022-08-22T21:40:21Z	Italy	buffalo bacterial strain				SAMEA104315237		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71871_S23","ERS1940218","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396017.1	2022-08-22T21:40:23Z	Italy	swine bacterial strain				SAMEA104315240		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71872_S24","ERS1940219","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396018.1	2022-08-22T21:40:23Z	Italy	bovine bacterial strain				SAMEA104315241		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71873_S25","ERS1940220","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396019.1	2022-08-22T21:40:23Z	Italy	swine bacterial strain				SAMEA104315242		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71876_S28","ERS1940223","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396022.1	2022-08-22T21:40:24Z	Italy	human bacterial strain	clinical	9	11	SAMEA104315245		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71879_S30","ERS1940225","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396024.1	2022-08-22T21:40:25Z	Italy	calf bacterial strain				SAMEA104315247		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71881_S31","ERS1940226","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396025.1	2022-08-22T21:40:25Z	Italy	swine bacterial strain				SAMEA104315248		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica		"17-71890_S39","ERS1940234","Salmonella enterica subsp. Enterica 4,[5],12:i:-"	4,[5],12:i:-	PDT001396033.1	2022-08-22T21:40:28Z	Italy	buffalo bacterial strain				SAMEA104315256		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS22209547	"FSIS22209547","SRS14758011"	Salmonella enterica subsp. enterica serovar 4,[5],12:i:-	PDT001396920.1	2022-08-24T02:37:48Z	USA:RI	Product-Raw-Intact-Pork	environmental/other	5	0	SAMN30469570	GCA_024883075.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12214177	"FSIS12214177","SRS14769737"	Salmonella enterica subsp. enterica serovar I 4,[5],12:i:-	PDT001397450.1	2022-08-24T23:29:40Z	USA:NY	Animal-Sheep-Lamb (cecal)	environmental/other	13	12	SAMN30487403		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS294787	"PNUSAS294787","SRS14773404"		PDT001397574.1	2022-08-25T03:31:48Z			clinical	4	5	SAMN30489289	GCA_024872765.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	22CT07PC07-S1	"22CT07PC07-S1","PNUSAS294800","SRS14776934"		PDT001397791.1	2022-08-25T16:29:42Z	USA:CT	Pork	environmental/other	3	8	SAMN30496889	GCA_024870545.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS293644	"PNUSAS293644","SRS14781697"	I 4:i:-	PDT001398400.1	2022-08-26T00:42:37Z	USA		clinical	0	17	SAMN30444748		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1686663	"1686663","1686663.biosample","SRS14782693"	Salmonella sp	PDT001398513.1	2022-08-26T02:42:20Z	United Kingdom: United Kingdom	human	clinical	6	8	SAMN30444869		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS293728	"PNUSAS293728","SRS14803326"	I 4:i:-	PDT001399323.1	2022-08-26T23:42:19Z			clinical	0	1	SAMN30446338		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	YA00374196	"ERS12792499","SAL_NB7953AA","YA00374196"	Typhimurium_monophasic	PDT001400497.1	2022-08-27T10:36:51Z	South Africa: Eastern Cape	Human, Stool	clinical	1	36	SAMEA110694950		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	YA00366591	"ERS12788803","SAL_NB7676AA","YA00366591"	Typhimurium_monophasic	PDT001404041.1	2022-08-29T11:36:19Z	South Africa: Gauteng	Human, Stool	clinical	10	23	SAMEA110691244		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS295680	"PNUSAS295680","SRS14865723"		PDT001404323.1	2022-08-29T19:33:40Z	USA		clinical	6	27	SAMN30559834	GCA_024871185.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS295697	"PNUSAS295697","SRS14865770"		PDT001404357.1	2022-08-29T19:33:51Z	USA		clinical	7	8	SAMN30559863	GCA_024871585.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS295966	"PNUSAS295966","SRS14867785"		PDT001404746.1	2022-08-29T22:37:09Z			clinical	0	1	SAMN30566036	GCA_024781905.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS295969	"PNUSAS295969","SRS14867791"		PDT001404752.1	2022-08-29T22:37:10Z			clinical	0	1	SAMN30566025	GCA_024782345.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS296124	"PNUSAS296124","SRS14872051"		PDT001405087.1	2022-08-30T01:33:09Z			clinical	0	1	SAMN30567374	GCA_024778665.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS296120	"PNUSAS296120","SRS14872066"		PDT001405100.1	2022-08-30T01:33:13Z			clinical	1	2	SAMN30567364	GCA_024780245.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS296549	"PNUSAS296549","SRS14941662"		PDT001406203.1	2022-08-31T17:42:08Z			clinical	0	0	SAMN30616166	GCA_024818435.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS296548	"PNUSAS296548","SRS14941663"		PDT001406204.1	2022-08-31T17:42:08Z			clinical	0	1	SAMN30616168	GCA_024818415.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS296547	"PNUSAS296547","SRS14941681"		PDT001406217.1	2022-08-31T17:42:10Z			clinical	0	1	SAMN30616167	GCA_024818215.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS296792	"PNUSAS296792","SRS14951140"	I 4:i:-	PDT001407877.1	2022-09-01T17:42:08Z	USA		clinical	10	11	SAMN30630430		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	PNUSAS296862	"PNUSAS296862","SRS14953509"		PDT001407965.1	2022-09-01T20:45:04Z	USA		clinical	0	2	SAMN30632217	GCA_024850145.1	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	FSIS12214500	"FSIS12214500","SRS14969009"	Salmonella enterica subsp. enterica serovar I 4,[5],12:i:-	PDT001408354.1	2022-09-02T21:36:06Z	USA:ME	Animal-Calf-Bob Veal (cecal)	environmental/other	5	4	SAMN30651261		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	1693807	"1693807","1693807.biosample","SRS14969081"	Salmonella Typhimurium - monophasic	PDT001408646.1	2022-09-03T05:40:05Z	United Kingdom: United Kingdom	human	clinical	0	29	SAMN30651340		antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
