,id,Serovar,ST,Country,Source,cph2,dam_1,dcm_2,dinI_1,folP_2,glfT2,gltS_2,gpFI,hin_2,kdpE,merA,merC,merP,merR,merT,neo,neo_1,oadB_3,repA,rfbJ,rfbV,rop,rpsK,rpsT,rrrD,rsxC_1,sopD2,sspH2,tetA_2,tetC,tetR,tfaE_1,tnpR,tnsB,traR,tuf1_2,ybiT,yhcR,ylcG_1,yqjZ
1109,SRR6650924,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1110,SRR6659204,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
1111,SRR6663424,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1112,SRR6663451,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1113,SRR6663570,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1114,SRR6663577,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
1115,SRR6663725,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1116,SRR6663757,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
1117,SRR6663762,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
1118,SRR6666875,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1119,SRR6666892,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
1120,SRR6671370,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1
1121,SRR6672430,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0
1122,SRR6676549,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
1123,SRR6680687,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1
1124,SRR6682070,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1125,SRR6682081,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1126,SRR6682135,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1127,SRR6687052,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1128,SRR6687371,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1129,SRR6687388,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1130,SRR6687390,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1131,SRR6703774,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1132,SRR6703799,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
1133,SRR6710436,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1134,SRR6715720,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1135,SRR6715725,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
1136,SRR6715729,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1137,SRR6715784,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
1138,SRR6716007,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1139,SRR6726290,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1140,SRR6726304,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
1141,SRR6726307,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1142,SRR6726362,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1143,SRR6729938,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1144,SRR6740052,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1
1145,SRR6750509,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1146,SRR6750577,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
1147,SRR6750605,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
1148,SRR6750613,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1149,SRR6760485,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0
1150,SRR6760641,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1151,SRR6765269,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
1152,SRR6766051,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1153,SRR6766057,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1154,SRR6766062,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1155,SRR6766122,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
1156,SRR6766153,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1157,SRR6782566,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1158,SRR6782665,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1
1159,SRR6786481,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0
1160,SRR6786492,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1161,SRR6786697,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1162,SRR6791731,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
1163,SRR6791746,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
1164,SRR6793645,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1165,SRR6799045,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
1166,SRR6809202,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1167,SRR6809218,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1168,SRR6809220,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1169,SRR6809249,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1170,SRR6809265,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1171,SRR6810107,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
1172,SRR6813652,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1173,SRR6813666,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1174,SRR6813671,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
1175,SRR6814025,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
1176,SRR6820761,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1177,SRR6844244,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1178,SRR6844247,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1179,SRR6870486,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
1180,SRR6870488,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1181,SRR6870520,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
1182,SRR6870772,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1183,SRR6871411,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
1184,SRR6871521,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
1185,SRR6876273,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1186,SRR6879522,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1187,SRR6879597,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1188,SRR6879609,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1189,SRR6879641,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
1190,SRR6879765,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1
1191,SRR6879880,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
1192,SRR6879908,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1193,SRR6880180,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
1194,SRR6881347,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1195,SRR6881471,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1196,SRR6885347,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1197,SRR6885413,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1198,SRR6885479,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1199,SRR6895842,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1200,SRR6895875,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
1201,SRR6895883,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1202,SRR6895888,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
1203,SRR6895889,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
1204,SRR6895890,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
1205,SRR6895891,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1206,SRR6895893,"I 1,4,[5],12:i:-",ST34,United States,Human,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1207,SRR6895896,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
1208,SRR6902738,"I 1,4,[5],12:i:-",ST34,United States,Human,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
1209,SRR6902846,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
1210,SRR6902898,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
1211,SRR6908065,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1212,SRR6908084,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
1213,SRR6908090,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
1214,SRR6908286,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1215,SRR6916386,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1216,SRR6916431,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1217,SRR6920518,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
1218,SRR6920572,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
1219,SRR6920576,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
1220,SRR6920577,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1221,SRR6920584,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
1222,SRR6920772,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
1223,SRR6926885,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
1224,SRR6926959,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
1225,SRR6926975,"I 1,4,[5],12:i:-",ST34,United States,Human,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
1226,SRR6933265,"I 1,4,[5],12:i:-",ST34,United States,Swine,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
